category_id,category_name,victim_age,victim_gender,location,reporter_type,narrative,gbv_related,priority,timestamp,perpetrator_relation,perpetrator_age,repeat_offense
22,Female Genital Mutilation,11,Intersex,Online,Teacher,Teacher reports case of female genital mutilation involving 11-year-old Intersex child. Incidient occurred at Online. Child is now safe.,Yes,High,2025-05-01 13:08:06,Stranger,35.0,No
40,Destitute child,10,Female,Home,Parent,Parent reports case of destitute child involving 10-year-old Female child. Incidient occurred at Home. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,7,Female,Public place,Parent,Parent reports case of sexual assault and abuse involving 7-year-old Female child. Incidient occurred at Public place. ,No,Low,2025-05-01 13:08:06,Stranger,52.0,Yes
35,Child out of school,10,Intersex,Public place,Neighbor,Neighbor reports case of child out of school involving 10-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
7,Children on the Street,16,Intersex,School,Healthcare worker,Healthcare worker reports case of children on the street involving 16-year-old Intersex child. Incidient occurred at School. Child is now safe.,No,High,2025-05-01 13:08:06,,,
20,Emotional abuse,7,Male,Online,Parent,Parent reports case of emotional abuse involving 7-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Parent,24.0,Yes
18,Child Pregnancy,15,Intersex,Home,Healthcare worker,Healthcare worker reports case of child pregnancy involving 15-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
33,Unlawful confinement,13,Male,Online,Healthcare worker,Healthcare worker reports case of unlawful confinement involving 13-year-old Male child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
18,Child Pregnancy,15,Male,Public place,Neighbor,Neighbor reports case of child pregnancy involving 15-year-old Male child. Incidient occurred at Public place. ,No,High,2025-05-01 13:08:06,,,
35,Child out of school,1,Male,Home,Neighbor,Neighbor reports case of child out of school involving 1-year-old Male child. Incidient occurred at Home. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
4,Custody,5,Male,School,Neighbor,Neighbor reports case of custody involving 5-year-old Male child. Incidient occurred at School. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),0,Male,School,Neighbor,Neighbor reports case of child of imprisoned/detained parent(s) involving 0-year-old Male child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,,,
13,Child infected with HIV,14,Intersex,Home,Parent,Parent reports case of child infected with hiv involving 14-year-old Intersex child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
32,Child Truancy,16,Intersex,Online,Parent,Parent reports case of child truancy involving 16-year-old Intersex child. Incidient occurred at Online. Child is now safe.,No,High,2025-05-01 13:08:06,,,
26,Missing Child,14,Male,School,Neighbor,Neighbor reports case of missing child involving 14-year-old Male child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
1,Abandoned,4,Male,Home,Healthcare worker,4-year-old Male child found wandering alone in Home. Reported by Healthcare worker who noticed the child appearing malnourished.,Yes,High,2025-05-01 13:08:06,Stranger,40.0,No
36,Sick child (Chronic Illness),15,Female,School,Parent,Parent reports case of sick child (chronic illness) involving 15-year-old Female child. Incidient occurred at School. Child is now safe.,No,High,2025-05-01 13:08:06,,,
35,Child out of school,12,Female,School,Neighbor,Neighbor reports case of child out of school involving 12-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
33,Unlawful confinement,13,Female,School,Teacher,Teacher reports case of unlawful confinement involving 13-year-old Female child. Incidient occurred at School. ,Yes,Low,2025-05-01 13:08:06,,,
38,Child radicalization,16,Intersex,Home,Parent,Parent reports case of child radicalization involving 16-year-old Intersex child. Incidient occurred at Home. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
7,Children on the Street,5,Intersex,Online,Healthcare worker,Healthcare worker reports case of children on the street involving 5-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
15,Defilement,4,Male,School,Teacher,4-year-old Male child allegedly defiled at School. Teacher noticed the child disclosed.,Yes,High,2025-05-01 13:08:06,Teacher,27.0,No
1,Abandoned,15,Intersex,Home,Teacher,15-year-old Intersex child found wandering alone in Home. Reported by Teacher who noticed the child begging.,No,Low,2025-05-01 13:08:06,Teacher,53.0,Yes
10,Sexual assault and Abuse,2,Female,School,Healthcare worker,Healthcare worker reports case of sexual assault and abuse involving 2-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,Teacher,36.0,Yes
19,Child marriage,14,Male,Online,Teacher,Teacher reports case of child marriage involving 14-year-old Male child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
30,Refugee child,7,Male,Online,Parent,Parent reports case of refugee child involving 7-year-old Male child. Incidient occurred at Online. ,Yes,Medium,2025-05-01 13:08:06,,,
21,Harmful cultural practices,11,Female,Public place,Healthcare worker,Healthcare worker reports case of harmful cultural practices involving 11-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
26,Missing Child,5,Male,Home,Healthcare worker,Healthcare worker reports case of missing child involving 5-year-old Male child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,,,
30,Refugee child,9,Female,Public place,Healthcare worker,Healthcare worker reports case of refugee child involving 9-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
8,Child labor,0,Male,School,Healthcare worker,Healthcare worker reports case of child labor involving 0-year-old Male child. Incidient occurred at School. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,11,Female,School,Neighbor,Neighbor reports case of forced male circumcision involving 11-year-old Female child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,Stranger,39.0,Yes
41,Child parent,16,Intersex,Public place,Teacher,Teacher reports case of child parent involving 16-year-old Intersex child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
7,Children on the Street,3,Intersex,Public place,Teacher,Teacher reports case of children on the street involving 3-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
16,Child with disability,15,Intersex,School,Neighbor,Neighbor reports case of child with disability involving 15-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,11,Female,School,Neighbor,Neighbor reports case of sexual assault and abuse involving 11-year-old Female child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,Stranger,23.0,No
27,Neglect,12,Intersex,Online,Parent,Parent reports neglect of 12-year-old Intersex child at Online. Child shows signs of untreated medical conditions.,Yes,High,2025-05-01 13:08:06,,,
2,Abduction,4,Intersex,School,Healthcare worker,Healthcare worker reports case of abduction involving 4-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,Parent,58.0,No
11,Child Trafficking,9,Male,Home,Healthcare worker,Healthcare worker reports case of child trafficking involving 9-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Relative,59.0,Yes
40,Destitute child,3,Female,Public place,Teacher,Teacher reports case of destitute child involving 3-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
8,Child labor,14,Female,Online,Teacher,Teacher reports case of child labor involving 14-year-old Female child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
37,Child headed household,9,Male,Public place,Neighbor,Neighbor reports case of child headed household involving 9-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,High,2025-05-01 13:08:06,,,
23,Incest,12,Intersex,Public place,Neighbor,Neighbor reports case of incest involving 12-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,Parent,22.0,No
31,Sexual assault,14,Female,Online,Neighbor,Neighbor reports case of sexual assault involving 14-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Parent,23.0,No
23,Incest,10,Intersex,Public place,Healthcare worker,Healthcare worker reports case of incest involving 10-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,Parent,67.0,No
20,Emotional abuse,16,Intersex,Public place,Healthcare worker,Healthcare worker reports case of emotional abuse involving 16-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,Relative,22.0,Yes
4,Custody,14,Male,Online,Neighbor,Neighbor reports case of custody involving 14-year-old Male child. Incidient occurred at Online. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
1,Abandoned,15,Intersex,Online,Parent,"Child (15, Intersex) abandoned at Online yesterday. Parent reports no known family members have come forward.",Yes,High,2025-05-01 13:08:06,Teacher,51.0,No
16,Child with disability,16,Female,Home,Healthcare worker,Healthcare worker reports case of child with disability involving 16-year-old Female child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
11,Child Trafficking,7,Intersex,Public place,Healthcare worker,Healthcare worker reports case of child trafficking involving 7-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,No,Medium,2025-05-01 13:08:06,Teacher,64.0,No
7,Children on the Street,11,Female,Public place,Neighbor,Neighbor reports case of children on the street involving 11-year-old Female child. Incidient occurred at Public place. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
29,Orphaned,12,Male,School,Parent,Parent reports case of orphaned involving 12-year-old Male child. Incidient occurred at School. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
12,Parental Child Abduction,15,Female,Home,Teacher,Teacher reports case of parental child abduction involving 15-year-old Female child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Parent,64.0,No
19,Child marriage,16,Intersex,Public place,Neighbor,Neighbor reports case of child marriage involving 16-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
11,Child Trafficking,14,Intersex,Home,Teacher,Teacher reports case of child trafficking involving 14-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,Stranger,18.0,Yes
9,Child of imprisoned/detained parent(s),4,Male,Home,Healthcare worker,Healthcare worker reports case of child of imprisoned/detained parent(s) involving 4-year-old Male child. Incidient occurred at Home. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
14,Child in conflict with the law,8,Male,Online,Neighbor,Neighbor reports case of child in conflict with the law involving 8-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
40,Destitute child,13,Intersex,Home,Healthcare worker,Healthcare worker reports case of destitute child involving 13-year-old Intersex child. Incidient occurred at Home. ,Yes,Medium,2025-05-01 13:08:06,,,
25,Internally Displaced Child,10,Male,School,Parent,Parent reports case of internally displaced child involving 10-year-old Male child. Incidient occurred at School. ,Yes,High,2025-05-01 13:08:06,,,
14,Child in conflict with the law,4,Intersex,Online,Healthcare worker,Healthcare worker reports case of child in conflict with the law involving 4-year-old Intersex child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
24,Disinheritance/succession,2,Male,School,Neighbor,Neighbor reports case of disinheritance/succession involving 2-year-old Male child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
7,Children on the Street,7,Female,Online,Neighbor,Neighbor reports case of children on the street involving 7-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
12,Parental Child Abduction,3,Intersex,Online,Neighbor,Neighbor reports case of parental child abduction involving 3-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,No,High,2025-05-01 13:08:06,Neighbor,53.0,No
10,Sexual assault and Abuse,10,Intersex,Home,Healthcare worker,Healthcare worker reports case of sexual assault and abuse involving 10-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Parent,33.0,No
